Text,Tokenized,Sentiment Scores
feel pain,"['feel', 'pain']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
quick note yuck taste saline flush australia use pre drawn syringes saline often see american canadian videos draw saline ampoules seems plastic leech saline much asked heaps patients 1 said strange taste subtle theory pre drawn saline absorbs little bit stuff syringe plastic gives adult taste,"['quick', 'note', 'yuck', 'taste', 'saline', 'flush', 'australia', 'use', 'pre', 'drawn', 'syringes', 'saline', 'often', 'see', 'american', 'canadian', 'videos', 'draw', 'saline', 'ampoules', 'seems', 'plastic', 'leech', 'saline', 'much', 'asked', 'heaps', 'patients', 'said', 'strange', 'taste', 'subtle', 'theory', 'pre', 'drawn', 'saline', 'absorbs', 'little', 'bit', 'stuff', 'syringe', 'plastic', 'gives', 'adult', 'taste']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
different process work australia essential parts sending lots love good energy rest journey,"['different', 'process', 'work', 'australia', 'essential', 'parts', 'sending', 'lots', 'love', 'good', 'energy', 'rest', 'journey']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
right nothing nasty tasting chemical tasting saline taste never forget also fortunate ability request room infusions clinic chairs slammed close together elbow elbow top texas one believes wearing masks even oncology clinic immunocompromised cancer patients cancer patients guest required wear mask either,"['right', 'nothing', 'nasty', 'tasting', 'chemical', 'tasting', 'saline', 'taste', 'never', 'forget', 'also', 'fortunate', 'ability', 'request', 'room', 'infusions', 'clinic', 'chairs', 'slammed', 'close', 'together', 'elbow', 'elbow', 'top', 'texas', 'one', 'believes', 'wearing', 'masks', 'even', 'oncology', 'clinic', 'cancer', 'patients', 'cancer', 'patients', 'guest', 'required', 'wear', 'mask', 'either']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
god please help girl jesus name amen,"['god', 'please', 'help', 'girl', 'jesus', 'name', 'amen']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
spero sei guarita,"['spero', 'sei', 'guarita']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
wish could afford md anderson die wishing,"['wish', 'could', 'afford', 'md', 'anderson', 'die', 'wishing']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
chemo toxic poison,"['chemo', 'toxic', 'poison']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
seek experience healing grace jesus hun,"['seek', 'experience', 'healing', 'grace', 'jesus', 'hun']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
look laetrile mebendazole ivermectin heard lot people beating cancer medicines,"['look', 'laetrile', 'mebendazole', 'ivermectin', 'heard', 'lot', 'people', 'beating', 'cancer', 'medicines']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
hello health wish speedy recovery drug available states treatment cancer chemotherapy treatment chemotherapy heard immunotherapy treatments hospitals provide treatments also age play important factor,"['hello', 'health', 'wish', 'speedy', 'recovery', 'drug', 'available', 'states', 'treatment', 'cancer', 'chemotherapy', 'treatment', 'chemotherapy', 'heard', 'immunotherapy', 'treatments', 'hospitals', 'provide', 'treatments', 'also', 'age', 'play', 'important', 'factor']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
,[],"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
ur health wish speedy recovery,"['ur', 'health', 'wish', 'speedy', 'recovery']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
fuk fuk fuk cancer,"['fuk', 'fuk', 'fuk', 'cancer']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
found cancer feeds sugar,"['found', 'cancer', 'feeds', 'sugar']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
found cancer um chemo going home jesus,"['found', 'cancer', 'um', 'chemo', 'going', 'home', 'jesus']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
dad went first chemo infusion adriamycin cytoxan bad effects afterwards rest treatments switched taxol middle chemo treatments sister went first one went back time treatment moffitt tampa blood draw doctor visit infusion later day went hard rock casino played around 4 months chemo lumpectomy 37 radiation treatments dancing ned full 7 years stage 2b triple negative diagnosed 41 actually moffitt today survivorship visit hang ladies,"['dad', 'went', 'first', 'chemo', 'infusion', 'adriamycin', 'cytoxan', 'bad', 'effects', 'afterwards', 'rest', 'treatments', 'switched', 'taxol', 'middle', 'chemo', 'treatments', 'sister', 'went', 'first', 'one', 'went', 'back', 'time', 'treatment', 'moffitt', 'tampa', 'blood', 'draw', 'doctor', 'visit', 'infusion', 'later', 'day', 'went', 'hard', 'rock', 'casino', 'played', 'around', 'months', 'chemo', 'lumpectomy', '37', 'radiation', 'treatments', 'dancing', 'ned', 'full', 'years', 'stage', '2b', 'triple', 'negative', 'diagnosed', '41', 'actually', 'moffitt', 'today', 'survivorship', 'visit', 'hang', 'ladies']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
,[],"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
chemo leaves toxic waste body please drink lot kangen water detox,"['chemo', 'leaves', 'toxic', 'waste', 'body', 'please', 'drink', 'lot', 'kangen', 'water', 'detox']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
guanabana 1000 times better chemo chemo 3 success rate complete scam,"['guanabana', '1000', 'times', 'better', 'chemo', 'chemo', 'success', 'rate', 'complete', 'scam']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
may god bless sweetie praying amen,"['may', 'god', 'bless', 'sweetie', 'praying', 'amen']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
hope well 3,"['hope', 'well']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
wish better health,"['wish', 'better', 'health']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
,[],"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
red lady death 2003 hodgkin unfortunately getting via iv line arm got picc hickman hope cured,"['red', 'lady', 'death', '2003', 'hodgkin', 'unfortunately', 'getting', 'via', 'iv', 'line', 'arm', 'got', 'picc', 'hickman', 'hope', 'cured']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
jesus christ love,"['jesus', 'christ', 'love']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
,[],"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
best thing drink,"['best', 'thing', 'drink']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
never appointment doctor life 42 yrs believe diet reason every health issues eat foods comes directly nature without human interference like wild berries fruits roots meat wild animals etc hope live upto 80 yrs die natural death never visit doctor health issues take natural medicinal herbs etc proven effective far passed ancestors promised never hospital bed autopsy die want body polluted artificial human medications surgery come nature return natural means,"['never', 'appointment', 'doctor', 'life', '42', 'yrs', 'believe', 'diet', 'reason', 'every', 'health', 'issues', 'eat', 'foods', 'comes', 'directly', 'nature', 'without', 'human', 'interference', 'like', 'wild', 'berries', 'fruits', 'roots', 'meat', 'wild', 'animals', 'etc', 'hope', 'live', 'upto', '80', 'yrs', 'die', 'natural', 'death', 'never', 'visit', 'doctor', 'health', 'issues', 'take', 'natural', 'medicinal', 'herbs', 'etc', 'proven', 'effective', 'far', 'passed', 'ancestors', 'promised', 'never', 'hospital', 'bed', 'autopsy', 'die', 'want', 'body', 'polluted', 'artificial', 'human', 'medications', 'surgery', 'come', 'nature', 'return', 'natural', 'means']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
absolute warrior,"['absolute', 'warrior']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
god bless,"['god', 'bless']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
light,['light'],"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
,[],"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
please research high dose intravenous vitamin turkey tail mushroom soursop tea well wishes ted stamet dr thomas levy,"['please', 'research', 'high', 'dose', 'intravenous', 'vitamin', 'turkey', 'tail', 'mushroom', 'soursop', 'tea', 'well', 'wishes', 'ted', 'stamet', 'dr', 'thomas', 'levy']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
know alkaline diet basische ernährung alkaline diet alkalino food basische ernährung sorry bad destiny even good looking women happen alkaline diet basische ernährung opinion good health school medicin bad say proof alkaline food helpful,"['know', 'alkaline', 'diet', 'basische', 'ernährung', 'alkaline', 'diet', 'alkalino', 'food', 'basische', 'ernährung', 'sorry', 'bad', 'destiny', 'even', 'good', 'looking', 'women', 'happen', 'alkaline', 'diet', 'basische', 'ernährung', 'opinion', 'good', 'health', 'school', 'medicin', 'bad', 'say', 'proof', 'alkaline', 'food', 'helpful']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
starting journey scared core yu inspiration girl got,"['starting', 'journey', 'scared', 'core', 'yu', 'inspiration', 'girl', 'got']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
omg beautiful brave strong pray,"['omg', 'beautiful', 'brave', 'strong', 'pray']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
praying healing everyone try cannabis oil thc cancer worm medicine pigs dogs kill cancer amen,"['praying', 'healing', 'everyone', 'try', 'cannabis', 'oil', 'thc', 'cancer', 'worm', 'medicine', 'pigs', 'dogs', 'kill', 'cancer', 'amen']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
oh girl remember red devil chemo horrible cry sit toilet nausea horrible fatigue survivor stage 3 like breast cancer estrogen positive 4 years survivor,"['oh', 'girl', 'remember', 'red', 'devil', 'chemo', 'horrible', 'cry', 'sit', 'toilet', 'nausea', 'horrible', 'fatigue', 'survivor', 'stage', 'like', 'breast', 'cancer', 'estrogen', 'positive', 'years', 'survivor']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
abbraccio grande,"['abbraccio', 'grande']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
survive,['survive'],"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
husband 5th round chemo prostrate cancer hard watch go know hes gonna come know,"['husband', '5th', 'round', 'chemo', 'prostrate', 'cancer', 'hard', 'watch', 'go', 'know', 'hes', 'gonna', 'come', 'know']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
glad meet dr folarin saved brother life god bless brother free cancer permanent treatment thank dr folarin,"['glad', 'meet', 'dr', 'folarin', 'saved', 'brother', 'life', 'god', 'bless', 'brother', 'free', 'cancer', 'permanent', 'treatment', 'thank', 'dr', 'folarin']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
glad meet dr folarin saved brother life god bless brother free cancer permanent treatment thank dr folarin,"['glad', 'meet', 'dr', 'folarin', 'saved', 'brother', 'life', 'god', 'bless', 'brother', 'free', 'cancer', 'permanent', 'treatment', 'thank', 'dr', 'folarin']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
glad meet dr folarin saved brother life god bless brother free cancer permanent treatment thank dr folarin,"['glad', 'meet', 'dr', 'folarin', 'saved', 'brother', 'life', 'god', 'bless', 'brother', 'free', 'cancer', 'permanent', 'treatment', 'thank', 'dr', 'folarin']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
suffering cancer meet dr folarin helped right treatment living good life,"['suffering', 'cancer', 'meet', 'dr', 'folarin', 'helped', 'right', 'treatment', 'living', 'good', 'life']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
suffering cancer meet dr folarin helped right treatment living good life,"['suffering', 'cancer', 'meet', 'dr', 'folarin', 'helped', 'right', 'treatment', 'living', 'good', 'life']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
suffering cancer meet dr folarin helped right treatment living good life,"['suffering', 'cancer', 'meet', 'dr', 'folarin', 'helped', 'right', 'treatment', 'living', 'good', 'life']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
mit chemotherapie werden jedes jahr tausende menschen umgebracht im ersten weltkrieg hieß senfgas wo tausende menschen umgebracht worden bei der chemotherapie rollt der rubel für die schulmediziner wie können gifte die einen gesunden menschen krank machen einen kranken menschen gesund machen völlig unlogisch schulmedizin hat mit logik nichts zu tun die meisten krebspatienten sterben nicht krebs sondern der schulmedizinischen behandlung nur die klassische naturheilkunde kann krebspatienten heilen,"['mit', 'chemotherapie', 'werden', 'jedes', 'jahr', 'tausende', 'menschen', 'umgebracht', 'im', 'ersten', 'weltkrieg', 'hieß', 'senfgas', 'wo', 'tausende', 'menschen', 'umgebracht', 'worden', 'bei', 'der', 'chemotherapie', 'rollt', 'der', 'rubel', 'für', 'die', 'schulmediziner', 'wie', 'können', 'gifte', 'die', 'einen', 'gesunden', 'menschen', 'krank', 'machen', 'einen', 'kranken', 'menschen', 'gesund', 'machen', 'völlig', 'unlogisch', 'schulmedizin', 'hat', 'mit', 'logik', 'nichts', 'zu', 'tun', 'die', 'meisten', 'krebspatienten', 'sterben', 'nicht', 'krebs', 'sondern', 'der', 'behandlung', 'nur', 'die', 'klassische', 'naturheilkunde', 'kann', 'krebspatienten', 'heilen']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
господи что происходит почему болеют такие молодые,"['господи', 'что', 'происходит', 'почему', 'болеют', 'такие', 'молодые']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
8833,['8833'],"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
300,['300'],"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
black seed oil dr schulze superfood plus,"['black', 'seed', 'oil', 'dr', 'schulze', 'superfood', 'plus']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
prayers healing,"['prayers', 'healing']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
pray lord healed jesus name thank almighty god amen,"['pray', 'lord', 'healed', 'jesus', 'name', 'thank', 'almighty', 'god', 'amen']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
hi pretty strong ya really brave,"['hi', 'pretty', 'strong', 'ya', 'really', 'brave']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
friend cancer free 4 years tests negative recurrence cancer yet called clinic infusions month month year year whyyyy grandpa cancer 1940s chemo lived cancer free another 30 years ex husband cancer 1976 chemo radiation cancer free alive day 47 years later detect scam going,"['friend', 'cancer', 'free', 'years', 'tests', 'negative', 'recurrence', 'cancer', 'yet', 'called', 'clinic', 'infusions', 'month', 'month', 'year', 'year', 'whyyyy', 'grandpa', 'cancer', '1940s', 'chemo', 'lived', 'cancer', 'free', 'another', '30', 'years', 'ex', 'husband', 'cancer', '1976', 'chemo', 'radiation', 'cancer', 'free', 'alive', 'day', '47', 'years', 'later', 'detect', 'scam', 'going']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
kindly read joe dispenza buk going pray tonight okay,"['kindly', 'read', 'joe', 'dispenza', 'buk', 'going', 'pray', 'tonight', 'okay']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
one cares cancer cancer fake even real stop posting,"['one', 'cares', 'cancer', 'cancer', 'fake', 'even', 'real', 'stop', 'posting']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
lol first time see chemo meds injected syringe usually done machine regulates dosage even mechanical regulator,"['lol', 'first', 'time', 'see', 'chemo', 'meds', 'injected', 'syringe', 'usually', 'done', 'machine', 'regulates', 'dosage', 'even', 'mechanical', 'regulator']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
wow amazingly brave work pharma helping deliver cancer medicine like patients amazing seeing thank sharing experience,"['wow', 'amazingly', 'brave', 'work', 'pharma', 'helping', 'deliver', 'cancer', 'medicine', 'like', 'patients', 'amazing', 'seeing', 'thank', 'sharing', 'experience']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
people like norm mcdonald even tell closest friends cancer people like put whole life internet obviously gain sympathy share things like online keep private,"['people', 'like', 'norm', 'mcdonald', 'even', 'tell', 'closest', 'friends', 'cancer', 'people', 'like', 'put', 'whole', 'life', 'internet', 'obviously', 'gain', 'sympathy', 'share', 'things', 'like', 'online', 'keep', 'private']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
praying cancer free 2023,"['praying', 'cancer', 'free', '2023']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
get well soon praying,"['get', 'well', 'soon', 'praying']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
declare mouth jesus lord believe heart god raised dead saved heart believe justified mouth profess faith saved romans 10 9 10 christ sacrificed take away sins many appear second time bear sin bring salvation waiting hebrews 9 28 dear god heaven come name jesus acknowledge sinner sorry sins life lived need forgiveness believe begotten jesus christ shed precious blood cross calvary died sins willing turn sin said holy word romans 10 9 confess lord god believe hearts god raised jesus dead shall saved right confess jesus lord soul heart believe god raised jesus dead moment accept jesus christ personal savior according word right saved thank jesus unlimited grace saved sins thank jesus grace never leads license rather always leads repentance therefore lord jesus transform life may bring glory honor alone thank jesus dying giving eternal life amen,"['declare', 'mouth', 'jesus', 'lord', 'believe', 'heart', 'god', 'raised', 'dead', 'saved', 'heart', 'believe', 'justified', 'mouth', 'profess', 'faith', 'saved', 'romans', '10', '10', 'christ', 'sacrificed', 'take', 'away', 'sins', 'many', 'appear', 'second', 'time', 'bear', 'sin', 'bring', 'salvation', 'waiting', 'hebrews', '28', 'dear', 'god', 'heaven', 'come', 'name', 'jesus', 'acknowledge', 'sinner', 'sorry', 'sins', 'life', 'lived', 'need', 'forgiveness', 'believe', 'begotten', 'jesus', 'christ', 'shed', 'precious', 'blood', 'cross', 'calvary', 'died', 'sins', 'willing', 'turn', 'sin', 'said', 'holy', 'word', 'romans', '10', 'confess', 'lord', 'god', 'believe', 'hearts', 'god', 'raised', 'jesus', 'dead', 'shall', 'saved', 'right', 'confess', 'jesus', 'lord', 'soul', 'heart', 'believe', 'god', 'raised', 'jesus', 'dead', 'moment', 'accept', 'jesus', 'christ', 'personal', 'savior', 'according', 'word', 'right', 'saved', 'thank', 'jesus', 'unlimited', 'grace', 'saved', 'sins', 'thank', 'jesus', 'grace', 'never', 'leads', 'license', 'rather', 'always', 'leads', 'repentance', 'therefore', 'lord', 'jesus', 'transform', 'life', 'may', 'bring', 'glory', 'honor', 'alone', 'thank', 'jesus', 'dying', 'giving', 'eternal', 'life', 'amen']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
solution enough true stories people various forms cancer healed,"['solution', 'enough', 'true', 'stories', 'people', 'various', 'forms', 'cancer', 'healed']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
,[],"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
chemo pure poison make sicker people stupid,"['chemo', 'pure', 'poison', 'make', 'sicker', 'people', 'stupid']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
praying beat cancer pretty girl,"['praying', 'beat', 'cancer', 'pretty', 'girl']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
good luck,"['good', 'luck']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
вселенная пусть на ее месте окажется галия с которая предала меня и подставила да будет так,"['вселенная', 'пусть', 'на', 'ее', 'месте', 'окажется', 'галия', 'которая', 'предала', 'меня', 'подставила', 'да', 'будет', 'так']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
